day,hour,idplant,0_sin_day,0_cos_day,0_sin_hour,0_cos_hour,plant-irradiance,plant-power,plant-temperature,weather-cloudcover,weather-dewpoint,weather-humidity,weather-pressure,weather-temperature,weather-windbearing,weather-windspeed
2012-03-16,14,3,0.9648061359537646,0.26296220265651465,-0.8660254037844385,-0.5000000000000004,70.0,32.0,17.0,0.0,5.59,0.6,1027.25,19.0,174.0,2.0
2012-03-16,15,1,0.9648061359537646,0.26296220265651465,-0.9659258262890681,-0.2588190451025215,3.0,0.0,13.0,0.0,5.51,0.6,1027.21,15.0,174.0,2.03
2012-03-16,15,2,0.9648061359537646,0.26296220265651465,-0.9659258262890681,-0.2588190451025215,0.0,0.0,13.5,0.0,4.52,0.69,1027.7,16.0,182.0,1.83
2012-03-16,15,3,0.9648061359537646,0.26296220265651465,-0.9659258262890681,-0.2588190451025215,0.0,0.0,14.0,0.0,6.07,0.55,1027.25,19.0,163.0,2.48
2012-03-16,16,1,0.9648061359537646,0.26296220265651465,-1.0,-1.8369701987210297e-16,0.0,0.0,11.0,0.0,4.88,0.67,1027.85,15.0,185.0,1.82
2012-03-16,16,2,0.9648061359537646,0.26296220265651465,-1.0,-1.8369701987210297e-16,0.0,0.0,12.0,0.0,4.93,0.59,1026.91,16.0,170.0,2.01
2012-03-16,16,3,0.9648061359537646,0.26296220265651465,-1.0,-1.8369701987210297e-16,0.0,0.0,13.0,0.0,4.69,0.73,1027.87,19.0,195.0,1.11
2012-03-16,17,1,0.9648061359537646,0.26296220265651465,-0.9659258262890684,0.2588190451025203,0.0,0.0,11.0,0.0,4.93,0.72,1027.85,15.0,185.0,2.22
2012-03-16,17,2,0.9648061359537646,0.26296220265651465,-0.9659258262890684,0.2588190451025203,0.0,0.0,12.0,0.0,5.41,0.52,1026.91,16.0,156.0,2.66
2012-03-16,17,3,0.9648061359537646,0.26296220265651465,-0.9659258262890684,0.2588190451025203,0.0,0.0,13.0,0.0,4.98,0.72,1027.87,19.0,186.0,2.2
2012-03-16,18,1,0.9648061359537646,0.26296220265651465,-0.866025403784439,0.49999999999999933,0.0,0.0,11.0,0.0,4.67,0.73,1027.85,15.0,194.0,1.1
2012-03-16,18,2,0.9648061359537646,0.26296220265651465,-0.866025403784439,0.49999999999999933,0.0,0.0,11.5,0.0,4.33,0.74,1027.7,15.0,198.0,1.85
2012-03-16,18,3,0.9648061359537646,0.26296220265651465,-0.866025403784439,0.49999999999999933,0.0,0.0,12.0,0.0,4.96,0.68,1027.87,19.0,186.0,1.78
2012-03-17,0,1,0.9691780654392536,0.2463612742933148,0.49999999999999994,0.8660254037844387,0.0,0.0,9.0,0.0,2.82,0.79,1028.0949999999998,15.0,214.0,0.18
2012-03-17,0,2,0.9691780654392536,0.2463612742933148,0.49999999999999994,0.8660254037844387,0.0,0.0,10.0,0.0,7.77,0.65,1028.23,15.0,151.0,2.97
2012-03-17,0,3,0.9691780654392536,0.2463612742933148,0.49999999999999994,0.8660254037844387,0.0,0.0,11.0,0.0,2.87,0.8,1028.34,19.0,198.0,0.17
2012-03-17,1,1,0.9691780654392536,0.2463612742933148,0.7071067811865476,0.7071067811865476,0.0,0.0,9.0,0.0,2.9,0.8,1028.34,15.0,203.0,0.17
2012-03-17,1,2,0.9691780654392536,0.2463612742933148,0.7071067811865476,0.7071067811865476,0.0,0.0,10.0,0.0,2.62,0.8,1028.23,15.0,155.0,0.76
2012-03-17,1,3,0.9691780654392536,0.2463612742933148,0.7071067811865476,0.7071067811865476,0.0,0.0,11.0,0.23,5.12,0.87,1028.59,19.0,239.0,1.1
2012-03-17,2,1,0.9691780654392536,0.2463612742933148,0.8660254037844386,0.5000000000000001,0.0,0.0,9.0,0.0,3.12,0.8,1028.34,15.0,202.0,0.45
2012-03-17,2,2,0.9691780654392536,0.2463612742933148,0.8660254037844386,0.5000000000000001,0.0,0.0,9.5,0.31,7.76,0.72,1028.39,15.0,149.0,2.64
2012-03-17,2,3,0.9691780654392536,0.2463612742933148,0.8660254037844386,0.5000000000000001,0.0,0.0,10.0,0.75,3.27,0.85,1028.34,19.0,238.0,1.35
2012-03-17,3,1,0.9691780654392536,0.2463612742933148,0.9659258262890682,0.25881904510252096,36.0,18.0,9.0,0.75,3.31,0.85,1028.34,15.0,239.0,1.32
2012-03-17,3,2,0.9691780654392536,0.2463612742933148,0.9659258262890682,0.25881904510252096,0.0,20.0,10.0,0.0,2.31,0.8,1028.39,15.0,157.0,0.74
2012-03-17,3,3,0.9691780654392536,0.2463612742933148,0.9659258262890682,0.25881904510252096,34.0,19.0,11.0,0.0,2.78,0.78,1028.34,19.0,208.0,0.18
2012-03-17,4,1,0.9691780654392536,0.2463612742933148,1.0,6.123233995736766e-17,194.0,160.0,12.0,0.24,5.16,0.87,1028.57,15.0,239.0,1.09
2012-03-17,4,2,0.9691780654392536,0.2463612742933148,1.0,6.123233995736766e-17,0.0,157.0,12.5,0.75,7.42,0.78,1028.39,15.0,160.0,4.92
2012-03-17,4,3,0.9691780654392536,0.2463612742933148,1.0,6.123233995736766e-17,261.0,169.0,13.0,0.0,3.09,0.8,1028.34,19.0,200.0,0.45
2012-03-17,5,1,0.9691780654392536,0.2463612742933148,0.9659258262890683,-0.25881904510252063,440.0,335.0,17.0,0.75,7.36,0.79,1028.57,15.0,172.0,3.19
2012-03-17,5,2,0.9691780654392536,0.2463612742933148,0.9659258262890683,-0.25881904510252063,0.0,333.0,16.0,0.0,3.03,0.8,1028.23,15.0,163.0,0.98
2012-03-17,5,3,0.9691780654392536,0.2463612742933148,0.9659258262890683,-0.25881904510252063,545.0,353.0,15.0,0.44,7.84,0.74,1028.59,19.0,154.0,1.81
2012-03-17,6,1,0.9691780654392536,0.2463612742933148,0.8660254037844387,-0.4999999999999998,658.0,461.0,21.0,0.44,7.83,0.74,1028.57,15.0,156.0,1.85
2012-03-17,6,2,0.9691780654392536,0.2463612742933148,0.8660254037844387,-0.4999999999999998,0.0,458.0,19.0,0.0,5.38,0.88,1028.39,14.0,201.0,1.02
2012-03-17,6,3,0.9691780654392536,0.2463612742933148,0.8660254037844387,-0.4999999999999998,777.0,489.0,17.0,0.0,8.48,0.56,1027.64,19.0,125.0,4.91
2012-03-17,7,1,0.9691780654392536,0.2463612742933148,0.7071067811865476,-0.7071067811865475,822.0,538.0,25.0,0.13,8.26,0.68,1028.66,15.0,136.0,2.5
2012-03-17,7,2,0.9691780654392536,0.2463612742933148,0.7071067811865476,-0.7071067811865475,0.0,527.0,22.0,0.75,3.0,0.85,1028.23,14.0,206.0,1.2
2012-03-17,7,3,0.9691780654392536,0.2463612742933148,0.7071067811865476,-0.7071067811865475,947.0,577.0,19.0,0.75,7.34,0.79,1028.59,19.0,173.0,3.15
2012-03-17,8,1,0.9691780654392536,0.2463612742933148,0.5000000000000003,-0.8660254037844385,923.0,575.0,26.0,0.31,8.65,0.66,1028.66,14.0,126.0,3.02
2012-03-17,8,2,0.9691780654392536,0.2463612742933148,0.5000000000000003,-0.8660254037844385,0.0,577.0,22.5,0.0,8.29,0.58,1028.23,15.0,131.0,4.78
2012-03-17,8,3,0.9691780654392536,0.2463612742933148,0.5000000000000003,-0.8660254037844385,1048.0,624.0,19.0,0.13,8.26,0.67,1028.69,19.0,134.0,2.46
2012-03-17,9,1,0.9691780654392536,0.2463612742933148,0.258819045102521,-0.9659258262890682,939.0,569.0,27.0,0.31,9.25,0.64,1028.66,15.0,124.0,4.56
2012-03-17,9,2,0.9691780654392536,0.2463612742933148,0.258819045102521,-0.9659258262890682,0.0,585.0,23.5,0.31,9.92,0.7,1025.87,15.0,169.0,5.65
2012-03-17,9,3,0.9691780654392536,0.2463612742933148,0.258819045102521,-0.9659258262890682,1058.0,625.0,20.0,0.0,9.34,0.6,1027.64,17.0,124.0,4.76
2012-03-17,10,1,0.9691780654392536,0.2463612742933148,1.2246467991473532e-16,-1.0,881.0,542.0,27.0,0.0,9.33,0.6,1027.62,15.0,125.0,4.76
2012-03-17,10,2,0.9691780654392536,0.2463612742933148,1.2246467991473532e-16,-1.0,0.0,554.0,24.0,0.0,7.24,0.58,1028.23,15.0,136.0,3.4
2012-03-17,10,3,0.9691780654392536,0.2463612742933148,1.2246467991473532e-16,-1.0,985.0,583.0,21.0,0.31,9.27,0.64,1028.69,17.0,123.0,4.56
2012-03-17,11,1,0.9691780654392536,0.2463612742933148,-0.25881904510252035,-0.9659258262890684,751.0,466.0,27.0,0.0,8.41,0.56,1027.62,15.0,126.0,4.92
2012-03-17,11,2,0.9691780654392536,0.2463612742933148,-0.25881904510252035,-0.9659258262890684,0.0,480.0,23.5,0.0,9.14,0.59,1025.87,15.0,163.0,5.99
2012-03-17,11,3,0.9691780654392536,0.2463612742933148,-0.25881904510252035,-0.9659258262890684,837.0,501.0,20.0,0.31,8.69,0.66,1028.69,15.0,124.0,3.01
2012-03-17,12,1,0.9691780654392536,0.2463612742933148,-0.4999999999999997,-0.8660254037844388,560.0,347.0,23.0,0.0,8.88,0.58,1027.62,15.0,132.0,5.79
2012-03-17,12,2,0.9691780654392536,0.2463612742933148,-0.4999999999999997,-0.8660254037844388,0.0,348.0,21.0,0.0,8.28,0.55,1026.99,16.0,131.0,4.78
2012-03-17,12,3,0.9691780654392536,0.2463612742933148,-0.4999999999999997,-0.8660254037844388,622.0,377.0,19.0,0.44,10.29,0.7,1026.38,15.0,163.0,5.05
2012-03-17,13,1,0.9691780654392536,0.2463612742933148,-0.7071067811865471,-0.7071067811865479,315.0,188.0,19.0,0.0,9.62,0.61,1026.37,15.0,157.0,5.51
2012-03-17,13,2,0.9691780654392536,0.2463612742933148,-0.7071067811865471,-0.7071067811865479,0.0,183.0,18.5,0.0,8.28,0.55,1026.99,16.0,138.0,6.14
2012-03-17,13,3,0.9691780654392536,0.2463612742933148,-0.7071067811865471,-0.7071067811865479,353.0,198.0,18.0,0.0,9.6,0.6,1026.38,18.0,157.0,5.47
2012-03-17,14,1,0.9691780654392536,0.2463612742933148,-0.8660254037844385,-0.5000000000000004,83.0,39.0,15.0,0.44,10.35,0.71,1026.37,15.0,163.0,5.1
2012-03-17,14,2,0.9691780654392536,0.2463612742933148,-0.8660254037844385,-0.5000000000000004,0.0,35.0,15.0,0.0,7.17,0.51,1026.99,16.0,132.0,5.01
2012-03-17,14,3,0.9691780654392536,0.2463612742933148,-0.8660254037844385,-0.5000000000000004,83.0,36.0,15.0,0.0,8.9,0.58,1027.64,19.0,131.0,5.78
2012-03-17,15,1,0.9691780654392536,0.2463612742933148,-0.9659258262890681,-0.2588190451025215,3.0,0.0,12.0,0.75,9.91,0.78,1026.37,15.0,163.0,4.71
2012-03-17,15,2,0.9691780654392536,0.2463612742933148,-0.9659258262890681,-0.2588190451025215,0.0,0.0,12.0,0.75,9.28,0.88,1026.5,16.0,177.0,4.62
2012-03-17,15,3,0.9691780654392536,0.2463612742933148,-0.9659258262890681,-0.2588190451025215,0.0,0.0,12.0,0.75,9.88,0.77,1026.38,19.0,163.0,4.67
2012-03-17,16,1,0.9691780654392536,0.2463612742933148,-1.0,-1.8369701987210297e-16,0.0,0.0,11.0,0.58,10.06,0.84,1026.86,15.0,170.0,4.19
2012-03-17,16,2,0.9691780654392536,0.2463612742933148,-1.0,-1.8369701987210297e-16,0.0,0.0,11.0,0.56,9.69,0.86,1026.5,16.0,179.0,4.96
2012-03-17,16,3,0.9691780654392536,0.2463612742933148,-1.0,-1.8369701987210297e-16,0.0,0.0,11.0,0.75,9.64,0.88,1026.87,19.0,177.0,3.45
2012-03-17,17,1,0.9691780654392536,0.2463612742933148,-0.9659258262890684,0.2588190451025203,0.0,0.0,11.0,0.75,9.73,0.86,1026.86,15.0,170.0,3.89
2012-03-17,17,2,0.9691780654392536,0.2463612742933148,-0.9659258262890684,0.2588190451025203,0.0,0.0,11.0,0.75,9.33,0.77,1025.87,16.0,170.0,5.14
2012-03-17,17,3,0.9691780654392536,0.2463612742933148,-0.9659258262890684,0.2588190451025203,0.0,0.0,11.0,0.75,9.71,0.86,1026.87,19.0,171.0,3.85
2012-03-17,18,1,0.9691780654392536,0.2463612742933148,-0.866025403784439,0.49999999999999933,0.0,0.0,10.0,0.75,9.68,0.88,1026.86,15.0,176.0,3.47
2012-03-17,18,2,0.9691780654392536,0.2463612742933148,-0.866025403784439,0.49999999999999933,0.0,0.0,10.0,0.75,9.19,0.89,1026.5,16.0,185.0,4.28
2012-03-17,18,3,0.9691780654392536,0.2463612742933148,-0.866025403784439,0.49999999999999933,0.0,0.0,10.0,0.58,10.02,0.84,1026.87,19.0,170.0,4.14
2012-03-18,0,1,0.9732643737003825,0.22968774213179552,0.49999999999999994,0.8660254037844387,0.0,0.0,10.0,0.75,9.11,0.93,1026.51,15.0,178.0,2.64
2012-03-18,0,2,0.9732643737003825,0.22968774213179552,0.49999999999999994,0.8660254037844387,0.0,0.0,10.0,0.75,9.12,0.88,1025.77,16.0,184.0,5.61
2012-03-18,0,3,0.9732643737003825,0.22968774213179552,0.49999999999999994,0.8660254037844387,0.0,0.0,10.0,0.5,8.93,0.7,1026.64,19.0,166.0,5.09
2012-03-18,1,1,0.9732643737003825,0.22968774213179552,0.7071067811865476,0.7071067811865476,0.0,0.0,10.0,0.58,8.96,0.93,1026.16,15.0,184.0,2.39
2012-03-18,1,2,0.9732643737003825,0.22968774213179552,0.7071067811865476,0.7071067811865476,0.0,0.0,10.0,0.57,8.17,0.87,1025.77,16.0,183.0,5.44
2012-03-18,1,3,0.9732643737003825,0.22968774213179552,0.7071067811865476,0.7071067811865476,0.0,0.0,10.0,0.56,8.77,0.88,1026.29,19.0,186.0,4.5
2012-03-18,2,1,0.9732643737003825,0.22968774213179552,0.8660254037844386,0.5000000000000001,0.0,0.0,10.0,0.47,9.11,0.93,1026.16,15.0,182.0,3.04
2012-03-18,2,2,0.9732643737003825,0.22968774213179552,0.8660254037844386,0.5000000000000001,0.0,0.0,10.0,0.43,8.45,0.94,1025.61,16.0,179.0,4.96
2012-03-18,2,3,0.9732643737003825,0.22968774213179552,0.8660254037844386,0.5000000000000001,0.0,0.0,10.0,0.75,9.02,0.77,1026.29,19.0,179.0,4.45
2012-03-18,3,1,0.9732643737003825,0.22968774213179552,0.9659258262890682,0.25881904510252096,43.0,20.0,9.0,0.47,9.08,0.94,1026.16,15.0,178.0,4.03
2012-03-18,3,2,0.9732643737003825,0.22968774213179552,0.9659258262890682,0.25881904510252096,0.0,19.0,9.5,0.43,8.45,0.94,1025.61,16.0,190.0,4.21
2012-03-18,3,3,0.9732643737003825,0.22968774213179552,0.9659258262890682,0.25881904510252096,40.0,20.0,10.0,0.45,9.06,0.94,1026.18,19.0,178.0,3.99
2012-03-18,4,1,0.9732643737003825,0.22968774213179552,1.0,6.123233995736766e-17,205.0,165.0,12.0,0.58,8.78,0.88,1026.27,15.0,186.0,4.53
2012-03-18,4,2,0.9732643737003825,0.22968774213179552,1.0,6.123233995736766e-17,0.0,161.0,12.0,0.57,8.41,0.95,1025.61,16.0,195.0,3.4
2012-03-18,4,3,0.9732643737003825,0.22968774213179552,1.0,6.123233995736766e-17,261.0,176.0,12.0,0.75,9.49,0.87,1026.29,19.0,187.0,4.76
2012-03-18,5,1,0.9732643737003825,0.22968774213179552,0.9659258262890683,-0.25881904510252063,431.0,327.0,15.0,0.75,9.49,0.88,1026.27,15.0,186.0,4.79
2012-03-18,5,2,0.9732643737003825,0.22968774213179552,0.9659258262890683,-0.25881904510252063,0.0,336.0,14.0,0.75,8.45,0.94,1025.69,16.0,189.0,3.6
2012-03-18,5,3,0.9732643737003825,0.22968774213179552,0.9659258262890683,-0.25881904510252063,531.0,350.0,13.0,0.45,9.09,0.93,1026.18,19.0,183.0,3.01
2012-03-18,6,1,0.9732643737003825,0.22968774213179552,0.8660254037844387,-0.4999999999999998,658.0,472.0,18.0,0.75,9.0,0.78,1026.27,15.0,179.0,4.52
2012-03-18,6,2,0.9732643737003825,0.22968774213179552,0.8660254037844387,-0.4999999999999998,0.0,468.0,16.5,0.75,8.44,0.76,1025.77,16.0,180.0,5.19
2012-03-18,6,3,0.9732643737003825,0.22968774213179552,0.8660254037844387,-0.4999999999999998,767.0,497.0,15.0,0.56,8.94,0.93,1026.18,19.0,185.0,2.35
2012-03-18,7,1,0.9732643737003825,0.22968774213179552,0.7071067811865476,-0.7071067811865475,826.0,563.0,19.0,0.51,8.92,0.7,1026.63,15.0,166.0,5.17
2012-03-18,7,2,0.9732643737003825,0.22968774213179552,0.7071067811865476,-0.7071067811865475,0.0,561.0,17.5,0.31,8.84,0.59,1025.29,16.0,185.0,5.52
2012-03-18,7,3,0.9732643737003825,0.22968774213179552,0.7071067811865476,-0.7071067811865475,951.0,595.0,16.0,0.75,9.09,0.93,1025.685,19.0,178.0,2.61
2012-03-18,8,1,0.9732643737003825,0.22968774213179552,0.5000000000000003,-0.8660254037844385,924.0,580.0,21.0,0.44,8.43,0.64,1026.63,15.0,172.0,4.95
2012-03-18,8,2,0.9732643737003825,0.22968774213179552,0.5000000000000003,-0.8660254037844385,0.0,600.0,19.0,0.13,8.95,0.59,1025.29,16.0,170.0,5.61
2012-03-18,8,3,0.9732643737003825,0.22968774213179552,0.5000000000000003,-0.8660254037844385,1054.0,647.0,17.0,1.0,9.33,0.85,1025.19,19.0,185.0,4.25
2012-03-18,9,1,0.9732643737003825,0.22968774213179552,0.258819045102521,-0.9659258262890682,942.0,565.0,23.0,0.51,8.61,0.6,1026.63,15.0,156.0,6.76
2012-03-18,9,2,0.9732643737003825,0.22968774213179552,0.258819045102521,-0.9659258262890682,0.0,595.0,20.0,0.43,8.52,0.7,1026.11,16.0,169.0,5.69
2012-03-18,9,3,0.9732643737003825,0.22968774213179552,0.258819045102521,-0.9659258262890682,1063.0,644.0,17.0,0.44,8.43,0.63,1026.64,19.0,172.0,4.89
2012-03-18,10,1,0.9732643737003825,0.22968774213179552,1.2246467991473532e-16,-1.0,870.0,538.0,24.0,0.3,9.17,0.61,1025.83,15.0,165.0,5.11
2012-03-18,10,2,0.9732643737003825,0.22968774213179552,1.2246467991473532e-16,-1.0,0.0,556.0,21.0,0.31,8.24,0.59,1026.11,16.0,160.0,7.6
2012-03-18,10,3,0.9732643737003825,0.22968774213179552,1.2246467991473532e-16,-1.0,979.0,588.0,18.0,0.73,9.41,0.83,1025.19,17.0,186.0,3.21
2012-03-18,11,1,0.9732643737003825,0.22968774213179552,-0.25881904510252035,-0.9659258262890684,740.0,457.0,23.0,0.51,9.07,0.6,1025.83,15.0,180.0,5.02
2012-03-18,11,2,0.9732643737003825,0.22968774213179552,-0.25881904510252035,-0.9659258262890684,0.0,477.0,20.5,0.31,8.06,0.63,1026.11,16.0,178.0,5.47
2012-03-18,11,3,0.9732643737003825,0.22968774213179552,-0.25881904510252035,-0.9659258262890684,826.0,490.0,18.0,0.52,9.06,0.6,1025.83,18.0,181.0,4.97
2012-03-18,12,1,0.9732643737003825,0.22968774213179552,-0.4999999999999997,-0.8660254037844388,525.0,311.0,21.0,0.51,9.59,0.64,1025.83,15.0,179.0,4.6
2012-03-18,12,2,0.9732643737003825,0.22968774213179552,-0.4999999999999997,-0.8660254037844388,0.0,323.0,19.0,0.31,10.31,0.73,1024.4,16.0,172.0,5.46
2012-03-18,12,3,0.9732643737003825,0.22968774213179552,-0.4999999999999997,-0.8660254037844388,593.0,332.0,17.0,0.3,9.16,0.6,1025.83,18.0,166.0,5.04
2012-03-18,13,1,0.9732643737003825,0.22968774213179552,-0.7071067811865471,-0.7071067811865479,297.0,177.0,18.0,0.44,9.77,0.67,1024.9,18.0,174.0,5.06
2012-03-18,13,2,0.9732643737003825,0.22968774213179552,-0.7071067811865471,-0.7071067811865479,0.0,170.0,17.0,0.31,9.69,0.67,1024.4,16.0,181.0,5.75
2012-03-18,13,3,0.9732643737003825,0.22968774213179552,-0.7071067811865471,-0.7071067811865479,341.0,190.0,16.0,0.52,8.61,0.6,1026.64,18.0,156.0,6.74
2012-03-18,14,1,0.9732643737003825,0.22968774213179552,-0.8660254037844385,-0.5000000000000004,71.0,33.0,15.0,0.51,10.47,0.73,1024.9,18.0,166.0,4.93
2012-03-18,14,2,0.9732643737003825,0.22968774213179552,-0.8660254037844385,-0.5000000000000004,0.0,31.0,14.5,0.31,9.46,0.64,1025.29,16.0,188.0,5.35
2012-03-18,14,3,0.9732643737003825,0.22968774213179552,-0.8660254037844385,-0.5000000000000004,75.0,33.0,14.0,0.52,9.6,0.64,1025.83,18.0,179.0,4.58
2012-03-18,15,1,0.9732643737003825,0.22968774213179552,-0.9659258262890681,-0.2588190451025215,3.0,0.0,12.0,0.82,9.18,0.77,1024.9,18.0,174.0,5.01
2012-03-18,15,2,0.9732643737003825,0.22968774213179552,-0.9659258262890681,-0.2588190451025215,0.0,0.0,12.0,0.75,8.94,0.87,1024.76,16.0,180.0,4.89
2012-03-18,15,3,0.9732643737003825,0.22968774213179552,-0.9659258262890681,-0.2588190451025215,0.0,0.0,12.0,0.82,9.18,0.77,1024.89,18.0,174.0,4.95
2012-03-18,16,1,0.9732643737003825,0.22968774213179552,-1.0,-1.8369701987210297e-16,0.0,0.0,11.0,0.74,9.41,0.83,1025.19,18.0,185.0,3.23
2012-03-18,16,2,0.9732643737003825,0.22968774213179552,-1.0,-1.8369701987210297e-16,0.0,0.0,11.0,0.75,9.01,0.78,1024.4,16.0,176.0,5.92
2012-03-18,16,3,0.9732643737003825,0.22968774213179552,-1.0,-1.8369701987210297e-16,0.0,0.0,11.0,0.52,10.48,0.73,1024.89,18.0,166.0,4.85
2012-03-18,17,1,0.9732643737003825,0.22968774213179552,-0.9659258262890684,0.2588190451025203,0.0,0.0,10.0,1.0,9.33,0.85,1025.19,18.0,184.0,4.27
2012-03-18,17,2,0.9732643737003825,0.22968774213179552,-0.9659258262890684,0.2588190451025203,0.0,0.0,10.0,0.71,8.96,0.86,1024.76,16.0,185.0,5.36
2012-03-18,17,3,0.9732643737003825,0.22968774213179552,-0.9659258262890684,0.2588190451025203,0.0,0.0,10.0,0.44,9.77,0.67,1024.89,18.0,175.0,5.02
2012-03-18,18,1,0.9732643737003825,0.22968774213179552,-0.866025403784439,0.49999999999999933,0.0,0.0,10.0,0.82,9.32,0.86,1025.19,18.0,178.0,3.88
2012-03-18,18,2,0.9732643737003825,0.22968774213179552,-0.866025403784439,0.49999999999999933,0.0,0.0,10.5,0.71,9.06,0.84,1024.76,16.0,186.0,4.03
2012-03-18,18,3,0.9732643737003825,0.22968774213179552,-0.866025403784439,0.49999999999999933,0.0,0.0,11.0,0.82,9.32,0.86,1025.19,18.0,178.0,3.86
2012-03-19,0,1,0.9770638564833508,0.21294651993841582,0.49999999999999994,0.8660254037844387,0.0,0.0,10.0,0.82,9.12,0.88,1025.1399999999999,18.0,168.0,1.74
2012-03-19,0,2,0.9770638564833508,0.21294651993841582,0.49999999999999994,0.8660254037844387,0.0,0.0,10.5,0.43,10.48,1.0,1025.86,16.0,218.0,1.57
2012-03-19,0,3,0.9770638564833508,0.21294651993841582,0.49999999999999994,0.8660254037844387,0.0,0.0,11.0,0.82,8.86,0.9,1025.1,18.0,102.0,1.38
2012-03-19,1,1,0.9770638564833508,0.21294651993841582,0.7071067811865476,0.7071067811865476,0.0,0.0,10.0,0.63,9.34,0.89,1025.09,18.0,181.0,2.3
2012-03-19,1,2,0.9770638564833508,0.21294651993841582,0.7071067811865476,0.7071067811865476,0.0,0.0,10.0,0.56,8.77,0.89,1024.74,16.0,188.0,3.33
2012-03-19,1,3,0.9770638564833508,0.21294651993841582,0.7071067811865476,0.7071067811865476,0.0,0.0,10.0,0.48,10.41,0.91,1026.04,18.0,144.0,1.63
2012-03-19,2,1,0.9770638564833508,0.21294651993841582,0.8660254037844386,0.5000000000000001,0.0,0.0,9.0,0.82,8.88,0.9,1025.09,18.0,104.0,1.37
2012-03-19,2,2,0.9770638564833508,0.21294651993841582,0.8660254037844386,0.5000000000000001,0.0,0.0,9.5,0.75,8.48,0.87,1024.74,16.0,186.0,2.81
2012-03-19,2,3,0.9770638564833508,0.21294651993841582,0.8660254037844386,0.5000000000000001,0.0,0.0,10.0,0.62,9.32,0.89,1025.1,18.0,182.0,2.28
2012-03-19,3,1,0.9770638564833508,0.21294651993841582,0.9659258262890682,0.25881904510252096,67.0,36.0,10.0,0.82,9.07,0.91,1025.09,18.0,154.0,3.15
2012-03-19,3,2,0.9770638564833508,0.21294651993841582,0.9659258262890682,0.25881904510252096,0.0,34.0,10.0,0.75,8.43,0.9,1024.74,16.0,170.0,4.02
2012-03-19,3,3,0.9770638564833508,0.21294651993841582,0.9659258262890682,0.25881904510252096,76.0,42.0,10.0,0.82,9.11,0.87,1025.37,18.0,168.0,1.7
2012-03-19,4,1,0.9770638564833508,0.21294651993841582,1.0,6.123233995736766e-17,218.0,127.0,12.0,0.74,9.51,0.89,1025.63,18.0,160.0,2.93
2012-03-19,4,2,0.9770638564833508,0.21294651993841582,1.0,6.123233995736766e-17,0.0,114.0,12.0,0.18,9.86,0.93,1025.86,15.0,251.0,1.02
2012-03-19,4,3,0.9770638564833508,0.21294651993841582,1.0,6.123233995736766e-17,297.0,142.0,12.0,0.44,8.92,0.73,1025.64,18.0,173.0,3.63
2012-03-19,5,1,0.9770638564833508,0.21294651993841582,0.9659258262890683,-0.25881904510252063,438.0,339.0,16.0,0.63,9.03,0.83,1025.63,18.0,164.0,3.55
2012-03-19,5,2,0.9770638564833508,0.21294651993841582,0.9659258262890683,-0.25881904510252063,0.0,312.0,15.5,0.0,8.62,0.56,1025.46,15.0,178.0,2.84
2012-03-19,5,3,0.9770638564833508,0.21294651993841582,0.9659258262890683,-0.25881904510252063,578.0,376.0,15.0,0.22,11.59,0.89,1024.61,18.0,118.0,0.74
2012-03-19,6,1,0.9770638564833508,0.21294651993841582,0.8660254037844387,-0.4999999999999998,502.0,312.0,18.0,0.44,8.89,0.73,1025.63,18.0,172.0,3.66
2012-03-19,6,2,0.9770638564833508,0.21294651993841582,0.8660254037844387,-0.4999999999999998,0.0,360.0,17.0,0.75,8.22,0.89,1024.74,15.0,160.0,1.34
2012-03-19,6,3,0.9770638564833508,0.21294651993841582,0.8660254037844387,-0.4999999999999998,535.0,326.0,16.0,0.62,9.06,0.82,1025.64,18.0,165.0,3.51
2012-03-19,7,1,0.9770638564833508,0.21294651993841582,0.7071067811865476,-0.7071067811865475,889.0,535.0,24.0,0.6,9.02,0.64,1025.87,18.0,172.0,2.66
2012-03-19,7,2,0.9770638564833508,0.21294651993841582,0.7071067811865476,-0.7071067811865475,0.0,515.0,21.5,0.5,8.75,0.62,1025.46,15.0,182.0,3.12
2012-03-19,7,3,0.9770638564833508,0.21294651993841582,0.7071067811865476,-0.7071067811865475,896.0,515.0,19.0,0.73,9.51,0.89,1025.64,18.0,161.0,2.87
2012-03-19,8,1,0.9770638564833508,0.21294651993841582,0.5000000000000003,-0.8660254037844385,801.0,520.0,29.0,0.22,8.94,0.59,1025.87,18.0,171.0,2.36
2012-03-19,8,2,0.9770638564833508,0.21294651993841582,0.5000000000000003,-0.8660254037844385,0.0,551.0,24.5,0.71,8.92,0.89,1025.36,15.0,166.0,3.27
2012-03-19,8,3,0.9770638564833508,0.21294651993841582,0.5000000000000003,-0.8660254037844385,932.0,87.0,20.0,0.82,9.05,0.91,1025.1,17.0,153.0,3.13
2012-03-19,9,1,0.9770638564833508,0.21294651993841582,0.258819045102521,-0.9659258262890682,948.0,560.0,30.0,0.22,9.24,0.56,1025.87,15.0,163.0,2.62
2012-03-19,9,2,0.9770638564833508,0.21294651993841582,0.258819045102521,-0.9659258262890682,0.0,573.0,25.0,0.31,8.62,0.73,1025.36,15.0,176.0,3.91
